,Time,Base_B02512,Base_B02598,Base_B02617,Base_B02682,Base_B02764,Base_B02765
2305,2014-07-06 01:00:00,4.0,93.0,85.0,90.0,6.0,0.0
2306,2014-07-06 02:00:00,11.0,68.0,81.0,91.0,3.0,0.0
2307,2014-07-06 03:00:00,5.0,73.0,76.0,76.0,6.0,0.0
2308,2014-07-06 04:00:00,1.0,41.0,36.0,45.0,4.0,0.0
2309,2014-07-06 05:00:00,4.0,48.0,44.0,51.0,3.0,0.0
2310,2014-07-06 06:00:00,7.0,52.0,47.0,55.0,0.0,0.0
2311,2014-07-06 07:00:00,9.0,60.0,53.0,46.0,2.0,0.0
2312,2014-07-06 08:00:00,8.0,85.0,85.0,68.0,3.0,0.0
2313,2014-07-06 09:00:00,23.0,108.0,135.0,87.0,8.0,0.0
2314,2014-07-06 10:00:00,30.0,146.0,180.0,118.0,5.0,0.0
2315,2014-07-06 11:00:00,33.0,177.0,191.0,127.0,8.0,0.0
2316,2014-07-06 12:00:00,26.0,176.0,191.0,139.0,5.0,0.0
2317,2014-07-06 13:00:00,30.0,240.0,270.0,206.0,12.0,0.0
2318,2014-07-06 14:00:00,23.0,232.0,263.0,186.0,8.0,0.0
2319,2014-07-06 15:00:00,26.0,247.0,288.0,210.0,6.0,0.0
2320,2014-07-06 16:00:00,31.0,263.0,265.0,192.0,4.0,0.0
2321,2014-07-06 17:00:00,18.0,220.0,248.0,185.0,2.0,0.0
2322,2014-07-06 18:00:00,22.0,249.0,274.0,191.0,7.0,0.0
2323,2014-07-06 19:00:00,25.0,223.0,234.0,192.0,6.0,0.0
2324,2014-07-06 20:00:00,22.0,244.0,269.0,219.0,8.0,0.0
2325,2014-07-06 21:00:00,25.0,267.0,257.0,191.0,3.0,0.0
2326,2014-07-06 22:00:00,21.0,208.0,205.0,151.0,4.0,0.0
2327,2014-07-06 23:00:00,11.0,130.0,90.0,81.0,1.0,0.0
2328,2014-07-07 00:00:00,5.0,58.0,53.0,49.0,1.0,0.0
2329,2014-07-07 01:00:00,4.0,33.0,41.0,19.0,0.0,0.0
2330,2014-07-07 02:00:00,4.0,19.0,18.0,23.0,0.0,0.0
2331,2014-07-07 03:00:00,7.0,71.0,62.0,57.0,0.0,0.0
2332,2014-07-07 04:00:00,15.0,131.0,118.0,91.0,2.0,0.0
2333,2014-07-07 05:00:00,14.0,171.0,174.0,143.0,5.0,0.0
2334,2014-07-07 06:00:00,30.0,225.0,236.0,211.0,8.0,0.0
2335,2014-07-07 07:00:00,42.0,358.0,363.0,317.0,17.0,0.0
2336,2014-07-07 08:00:00,39.0,280.0,295.0,262.0,7.0,0.0
2337,2014-07-07 09:00:00,32.0,198.0,200.0,174.0,8.0,0.0
2338,2014-07-07 10:00:00,31.0,194.0,211.0,178.0,4.0,0.0
2339,2014-07-07 11:00:00,34.0,218.0,209.0,181.0,5.0,0.0
2340,2014-07-07 12:00:00,49.0,232.0,220.0,202.0,6.0,0.0
2341,2014-07-07 13:00:00,45.0,239.0,322.0,238.0,14.0,0.0
2342,2014-07-07 14:00:00,48.0,310.0,350.0,267.0,13.0,0.0
2343,2014-07-07 15:00:00,42.0,363.0,365.0,301.0,10.0,0.0
2344,2014-07-07 16:00:00,62.0,440.0,446.0,350.0,19.0,0.0
2345,2014-07-07 17:00:00,59.0,460.0,523.0,378.0,15.0,0.0
2346,2014-07-07 18:00:00,74.0,391.0,460.0,331.0,18.0,0.0
2347,2014-07-07 19:00:00,81.0,390.0,461.0,312.0,9.0,0.0
2348,2014-07-07 20:00:00,61.0,352.0,418.0,283.0,8.0,0.0
2349,2014-07-07 21:00:00,45.0,334.0,390.0,270.0,11.0,0.0
2350,2014-07-07 22:00:00,33.0,231.0,253.0,211.0,7.0,0.0
2351,2014-07-07 23:00:00,18.0,184.0,170.0,128.0,3.0,0.0
2352,2014-07-08 00:00:00,13.0,129.0,97.0,99.0,3.0,0.0
2353,2014-07-08 01:00:00,4.0,61.0,58.0,41.0,1.0,0.0
2354,2014-07-08 02:00:00,3.0,38.0,27.0,31.0,3.0,0.0
2355,2014-07-08 03:00:00,6.0,62.0,68.0,53.0,1.0,0.0
2356,2014-07-08 04:00:00,7.0,97.0,94.0,81.0,1.0,0.0
2357,2014-07-08 05:00:00,15.0,150.0,198.0,161.0,11.0,0.0
2358,2014-07-08 06:00:00,34.0,295.0,310.0,295.0,21.0,0.0
2359,2014-07-08 07:00:00,58.0,412.0,475.0,399.0,22.0,0.0
2360,2014-07-08 08:00:00,50.0,418.0,427.0,397.0,19.0,0.0
2361,2014-07-08 09:00:00,50.0,295.0,348.0,251.0,17.0,0.0
2362,2014-07-08 10:00:00,50.0,319.0,316.0,233.0,23.0,0.0
2363,2014-07-08 11:00:00,52.0,329.0,294.0,245.0,12.0,0.0
2364,2014-07-08 12:00:00,62.0,376.0,358.0,264.0,19.0,0.0
2365,2014-07-08 13:00:00,57.0,392.0,398.0,309.0,12.0,0.0
2366,2014-07-08 14:00:00,70.0,443.0,474.0,370.0,22.0,0.0
2367,2014-07-08 15:00:00,70.0,496.0,527.0,372.0,29.0,0.0
2368,2014-07-08 16:00:00,89.0,619.0,624.0,437.0,26.0,0.0
2369,2014-07-08 17:00:00,113.0,737.0,714.0,527.0,32.0,0.0
2370,2014-07-08 18:00:00,110.0,604.0,680.0,483.0,22.0,0.0
2371,2014-07-08 19:00:00,90.0,513.0,581.0,417.0,17.0,0.0
2372,2014-07-08 20:00:00,75.0,510.0,600.0,460.0,18.0,0.0
2373,2014-07-08 21:00:00,81.0,551.0,615.0,420.0,13.0,0.0
2374,2014-07-08 22:00:00,39.0,378.0,418.0,289.0,10.0,0.0
2375,2014-07-08 23:00:00,23.0,218.0,220.0,185.0,6.0,0.0
2376,2014-07-09 00:00:00,9.0,119.0,127.0,105.0,1.0,0.0
2377,2014-07-09 01:00:00,7.0,69.0,77.0,60.0,1.0,0.0
2378,2014-07-09 02:00:00,5.0,59.0,41.0,30.0,0.0,0.0
2379,2014-07-09 03:00:00,7.0,79.0,73.0,56.0,2.0,0.0
2380,2014-07-09 04:00:00,13.0,98.0,104.0,88.0,3.0,0.0
2381,2014-07-09 05:00:00,29.0,186.0,191.0,164.0,2.0,0.0
2382,2014-07-09 06:00:00,41.0,313.0,353.0,272.0,9.0,0.0
2383,2014-07-09 07:00:00,68.0,426.0,501.0,382.0,11.0,0.0
2384,2014-07-09 08:00:00,63.0,440.0,492.0,387.0,12.0,0.0
2385,2014-07-09 09:00:00,43.0,334.0,381.0,268.0,9.0,0.0
2386,2014-07-09 10:00:00,56.0,284.0,366.0,260.0,10.0,0.0
2387,2014-07-09 11:00:00,60.0,328.0,376.0,260.0,18.0,0.0
2388,2014-07-09 12:00:00,51.0,348.0,353.0,259.0,16.0,0.0
2389,2014-07-09 13:00:00,59.0,374.0,438.0,303.0,19.0,0.0
2390,2014-07-09 14:00:00,73.0,454.0,496.0,377.0,20.0,0.0
2391,2014-07-09 15:00:00,81.0,548.0,576.0,397.0,18.0,0.0
2392,2014-07-09 16:00:00,94.0,611.0,652.0,459.0,23.0,0.0
2393,2014-07-09 17:00:00,125.0,730.0,742.0,542.0,14.0,0.0
2394,2014-07-09 18:00:00,116.0,667.0,787.0,567.0,15.0,0.0
2395,2014-07-09 19:00:00,99.0,615.0,755.0,519.0,18.0,0.0
2396,2014-07-09 20:00:00,107.0,576.0,686.0,492.0,15.0,0.0
2397,2014-07-09 21:00:00,83.0,569.0,632.0,462.0,13.0,0.0
2398,2014-07-09 22:00:00,55.0,465.0,502.0,331.0,8.0,0.0
2399,2014-07-09 23:00:00,22.0,249.0,301.0,209.0,2.0,0.0
2400,2014-07-10 00:00:00,20.0,161.0,144.0,111.0,1.0,0.0
2401,2014-07-10 01:00:00,11.0,85.0,69.0,47.0,0.0,0.0
2402,2014-07-10 02:00:00,5.0,44.0,61.0,36.0,0.0,0.0
2403,2014-07-10 03:00:00,12.0,86.0,66.0,68.0,1.0,0.0
2404,2014-07-10 04:00:00,13.0,101.0,94.0,92.0,3.0,0.0
2405,2014-07-10 05:00:00,25.0,178.0,177.0,180.0,6.0,0.0
2406,2014-07-10 06:00:00,46.0,343.0,345.0,325.0,19.0,0.0
2407,2014-07-10 07:00:00,58.0,450.0,521.0,379.0,20.0,0.0
2408,2014-07-10 08:00:00,63.0,453.0,512.0,426.0,19.0,0.0
2409,2014-07-10 09:00:00,44.0,339.0,392.0,271.0,21.0,0.0
2410,2014-07-10 10:00:00,63.0,341.0,369.0,262.0,18.0,0.0
2411,2014-07-10 11:00:00,59.0,342.0,367.0,272.0,17.0,0.0
2412,2014-07-10 12:00:00,56.0,362.0,359.0,294.0,19.0,0.0
2413,2014-07-10 13:00:00,64.0,391.0,448.0,321.0,22.0,0.0
2414,2014-07-10 14:00:00,70.0,479.0,561.0,359.0,19.0,0.0
2415,2014-07-10 15:00:00,98.0,605.0,675.0,451.0,26.0,0.0
2416,2014-07-10 16:00:00,98.0,672.0,787.0,553.0,36.0,0.0
2417,2014-07-10 17:00:00,111.0,730.0,878.0,560.0,25.0,0.0
2418,2014-07-10 18:00:00,94.0,673.0,869.0,529.0,19.0,0.0
2419,2014-07-10 19:00:00,87.0,670.0,761.0,482.0,26.0,0.0
2420,2014-07-10 20:00:00,89.0,703.0,860.0,518.0,27.0,0.0
2421,2014-07-10 21:00:00,103.0,650.0,766.0,522.0,14.0,0.0
2422,2014-07-10 22:00:00,73.0,577.0,665.0,424.0,18.0,0.0
2423,2014-07-10 23:00:00,39.0,370.0,400.0,321.0,10.0,0.0
2424,2014-07-11 00:00:00,19.0,189.0,245.0,147.0,5.0,0.0
2425,2014-07-11 01:00:00,7.0,109.0,131.0,99.0,4.0,0.0
2426,2014-07-11 02:00:00,8.0,62.0,91.0,67.0,3.0,0.0
2427,2014-07-11 03:00:00,9.0,96.0,105.0,79.0,2.0,0.0
2428,2014-07-11 04:00:00,5.0,115.0,111.0,101.0,1.0,0.0
2429,2014-07-11 05:00:00,16.0,164.0,191.0,183.0,6.0,0.0
2430,2014-07-11 06:00:00,32.0,282.0,295.0,268.0,6.0,0.0
2431,2014-07-11 07:00:00,51.0,399.0,460.0,349.0,17.0,0.0
2432,2014-07-11 08:00:00,55.0,429.0,426.0,345.0,17.0,0.0
2433,2014-07-11 09:00:00,43.0,336.0,335.0,271.0,23.0,0.0
2434,2014-07-11 10:00:00,42.0,302.0,375.0,281.0,17.0,0.0
2435,2014-07-11 11:00:00,54.0,319.0,378.0,275.0,11.0,0.0
2436,2014-07-11 12:00:00,65.0,321.0,347.0,286.0,16.0,0.0
2437,2014-07-11 13:00:00,79.0,407.0,481.0,302.0,17.0,0.0
2438,2014-07-11 14:00:00,64.0,476.0,583.0,377.0,18.0,0.0
2439,2014-07-11 15:00:00,87.0,553.0,669.0,419.0,25.0,0.0
2440,2014-07-11 16:00:00,82.0,581.0,773.0,445.0,22.0,0.0
2441,2014-07-11 17:00:00,97.0,625.0,764.0,470.0,17.0,0.0
2442,2014-07-11 18:00:00,86.0,639.0,781.0,438.0,23.0,0.0
2443,2014-07-11 19:00:00,59.0,517.0,613.0,382.0,12.0,0.0
2444,2014-07-11 20:00:00,66.0,470.0,586.0,365.0,13.0,0.0
2445,2014-07-11 21:00:00,71.0,573.0,716.0,416.0,8.0,0.0
2446,2014-07-11 22:00:00,73.0,654.0,753.0,470.0,8.0,0.0
2447,2014-07-11 23:00:00,62.0,527.0,626.0,407.0,7.0,0.0
2448,2014-07-12 00:00:00,29.0,424.0,522.0,322.0,5.0,0.0
2449,2014-07-12 01:00:00,21.0,285.0,368.0,215.0,4.0,0.0
2450,2014-07-12 02:00:00,18.0,201.0,234.0,155.0,1.0,0.0
2451,2014-07-12 03:00:00,6.0,131.0,181.0,93.0,0.0,0.0
2452,2014-07-12 04:00:00,7.0,99.0,94.0,61.0,0.0,0.0
2453,2014-07-12 05:00:00,5.0,115.0,111.0,89.0,1.0,0.0
2454,2014-07-12 06:00:00,10.0,112.0,115.0,103.0,2.0,0.0
2455,2014-07-12 07:00:00,21.0,142.0,157.0,126.0,4.0,0.0
2456,2014-07-12 08:00:00,29.0,201.0,192.0,157.0,8.0,0.0
2457,2014-07-12 09:00:00,32.0,249.0,254.0,206.0,15.0,0.0
2458,2014-07-12 10:00:00,43.0,298.0,298.0,251.0,20.0,0.0
2459,2014-07-12 11:00:00,45.0,339.0,346.0,245.0,19.0,0.0
2460,2014-07-12 12:00:00,56.0,332.0,377.0,269.0,13.0,0.0
2461,2014-07-12 13:00:00,47.0,352.0,407.0,296.0,20.0,0.0
2462,2014-07-12 14:00:00,61.0,434.0,506.0,319.0,21.0,0.0
2463,2014-07-12 15:00:00,62.0,489.0,550.0,367.0,18.0,0.0
2464,2014-07-12 16:00:00,51.0,543.0,667.0,399.0,18.0,0.0
2465,2014-07-12 17:00:00,65.0,553.0,659.0,395.0,20.0,0.0
2466,2014-07-12 18:00:00,52.0,534.0,672.0,404.0,11.0,0.0
2467,2014-07-12 19:00:00,57.0,443.0,548.0,359.0,13.0,0.0
2468,2014-07-12 20:00:00,53.0,441.0,572.0,384.0,2.0,0.0
2469,2014-07-12 21:00:00,60.0,513.0,659.0,412.0,4.0,0.0
2470,2014-07-12 22:00:00,62.0,582.0,746.0,461.0,4.0,0.0
2471,2014-07-12 23:00:00,63.0,568.0,632.0,415.0,8.0,0.0
2472,2014-07-13 00:00:00,42.0,420.0,507.0,329.0,6.0,0.0
2473,2014-07-13 01:00:00,36.0,283.0,414.0,226.0,0.0,0.0
2474,2014-07-13 02:00:00,22.0,224.0,302.0,169.0,2.0,0.0
2475,2014-07-13 03:00:00,16.0,147.0,197.0,110.0,1.0,0.0
2476,2014-07-13 04:00:00,5.0,85.0,110.0,65.0,0.0,0.0
2477,2014-07-13 05:00:00,6.0,84.0,92.0,58.0,0.0,0.0
2478,2014-07-13 06:00:00,13.0,95.0,81.0,67.0,3.0,0.0
2479,2014-07-13 07:00:00,15.0,102.0,139.0,92.0,5.0,0.0
2480,2014-07-13 08:00:00,23.0,167.0,188.0,125.0,13.0,0.0
2481,2014-07-13 09:00:00,42.0,228.0,302.0,199.0,10.0,0.0
2482,2014-07-13 10:00:00,41.0,291.0,329.0,219.0,18.0,0.0
2483,2014-07-13 11:00:00,54.0,355.0,386.0,261.0,19.0,0.0
2484,2014-07-13 12:00:00,61.0,348.0,432.0,285.0,16.0,0.0
2485,2014-07-13 13:00:00,63.0,383.0,477.0,322.0,12.0,0.0
2486,2014-07-13 14:00:00,64.0,397.0,492.0,305.0,14.0,0.0
2487,2014-07-13 15:00:00,53.0,319.0,425.0,258.0,15.0,0.0
2488,2014-07-13 16:00:00,56.0,420.0,499.0,305.0,17.0,0.0
2489,2014-07-13 17:00:00,72.0,434.0,566.0,338.0,18.0,0.0
2490,2014-07-13 18:00:00,53.0,334.0,450.0,298.0,10.0,0.0
2491,2014-07-13 19:00:00,31.0,280.0,404.0,242.0,15.0,0.0
2492,2014-07-13 20:00:00,39.0,290.0,413.0,283.0,5.0,0.0
2493,2014-07-13 21:00:00,36.0,308.0,337.0,223.0,6.0,0.0
2494,2014-07-13 22:00:00,44.0,309.0,356.0,219.0,6.0,0.0
2495,2014-07-13 23:00:00,28.0,229.0,311.0,213.0,4.0,0.0
2496,2014-07-14 00:00:00,13.0,130.0,150.0,122.0,2.0,0.0
2497,2014-07-14 01:00:00,7.0,61.0,72.0,52.0,0.0,0.0
2498,2014-07-14 02:00:00,6.0,49.0,32.0,30.0,0.0,0.0
2499,2014-07-14 03:00:00,14.0,93.0,92.0,72.0,3.0,0.0
2500,2014-07-14 04:00:00,17.0,146.0,136.0,105.0,4.0,0.0
2501,2014-07-14 05:00:00,29.0,206.0,243.0,195.0,13.0,0.0
2502,2014-07-14 06:00:00,33.0,295.0,375.0,266.0,21.0,0.0
2503,2014-07-14 07:00:00,68.0,425.0,478.0,387.0,21.0,0.0
2504,2014-07-14 08:00:00,60.0,378.0,477.0,340.0,22.0,0.0
2505,2014-07-14 09:00:00,48.0,337.0,350.0,261.0,16.0,0.0
2506,2014-07-14 10:00:00,55.0,283.0,339.0,255.0,14.0,0.0
2507,2014-07-14 11:00:00,57.0,270.0,364.0,212.0,10.0,0.0
2508,2014-07-14 12:00:00,51.0,261.0,323.0,235.0,13.0,0.0
2509,2014-07-14 13:00:00,39.0,305.0,369.0,232.0,14.0,0.0
2510,2014-07-14 14:00:00,55.0,378.0,464.0,281.0,14.0,0.0
2511,2014-07-14 15:00:00,77.0,430.0,520.0,296.0,11.0,0.0
2512,2014-07-14 16:00:00,84.0,510.0,702.0,425.0,26.0,0.0
2513,2014-07-14 17:00:00,126.0,703.0,878.0,558.0,31.0,0.0
2514,2014-07-14 18:00:00,108.0,624.0,783.0,436.0,26.0,0.0
2515,2014-07-14 19:00:00,135.0,678.0,826.0,516.0,22.0,0.0
2516,2014-07-14 20:00:00,133.0,690.0,878.0,549.0,23.0,0.0
2517,2014-07-14 21:00:00,102.0,675.0,754.0,499.0,24.0,0.0
2518,2014-07-14 22:00:00,41.0,411.0,426.0,317.0,11.0,0.0
2519,2014-07-14 23:00:00,17.0,226.0,238.0,158.0,2.0,0.0
2520,2014-07-15 00:00:00,9.0,132.0,118.0,90.0,4.0,0.0
2521,2014-07-15 01:00:00,4.0,66.0,51.0,47.0,1.0,0.0
2522,2014-07-15 02:00:00,5.0,39.0,35.0,28.0,0.0,0.0
2523,2014-07-15 03:00:00,9.0,82.0,57.0,58.0,1.0,0.0
2524,2014-07-15 04:00:00,12.0,117.0,108.0,91.0,2.0,0.0
2525,2014-07-15 05:00:00,22.0,206.0,201.0,174.0,4.0,0.0
2526,2014-07-15 06:00:00,58.0,338.0,360.0,308.0,12.0,0.0
2527,2014-07-15 07:00:00,65.0,446.0,516.0,383.0,20.0,0.0
2528,2014-07-15 08:00:00,65.0,436.0,498.0,386.0,16.0,0.0
2529,2014-07-15 09:00:00,41.0,317.0,385.0,272.0,21.0,0.0
2530,2014-07-15 10:00:00,62.0,293.0,387.0,251.0,14.0,0.0
2531,2014-07-15 11:00:00,53.0,317.0,408.0,287.0,17.0,0.0
2532,2014-07-15 12:00:00,61.0,340.0,385.0,245.0,18.0,0.0
2533,2014-07-15 13:00:00,102.0,627.0,717.0,495.0,31.0,0.0
2534,2014-07-15 14:00:00,75.0,625.0,704.0,447.0,24.0,0.0
2535,2014-07-15 15:00:00,83.0,553.0,647.0,420.0,18.0,0.0
2536,2014-07-15 16:00:00,98.0,717.0,780.0,472.0,21.0,0.0
2537,2014-07-15 17:00:00,147.0,961.0,1177.0,722.0,38.0,0.0
2538,2014-07-15 18:00:00,179.0,1046.0,1264.0,783.0,30.0,0.0
2539,2014-07-15 19:00:00,175.0,1022.0,1244.0,756.0,28.0,0.0
2540,2014-07-15 20:00:00,156.0,863.0,1123.0,680.0,18.0,0.0
2541,2014-07-15 21:00:00,93.0,576.0,778.0,410.0,14.0,0.0
2542,2014-07-15 22:00:00,58.0,405.0,549.0,317.0,5.0,0.0
2543,2014-07-15 23:00:00,22.0,226.0,285.0,180.0,5.0,0.0
2544,2014-07-16 00:00:00,11.0,123.0,189.0,107.0,2.0,0.0
2545,2014-07-16 01:00:00,4.0,71.0,87.0,54.0,0.0,0.0
2546,2014-07-16 02:00:00,5.0,48.0,66.0,50.0,0.0,0.0
2547,2014-07-16 03:00:00,6.0,88.0,63.0,66.0,3.0,0.0
2548,2014-07-16 04:00:00,4.0,112.0,124.0,101.0,1.0,0.0
2549,2014-07-16 05:00:00,24.0,181.0,235.0,182.0,6.0,0.0
2550,2014-07-16 06:00:00,41.0,332.0,433.0,309.0,10.0,0.0
2551,2014-07-16 07:00:00,64.0,458.0,577.0,439.0,22.0,0.0
2552,2014-07-16 08:00:00,57.0,447.0,599.0,431.0,15.0,0.0
2553,2014-07-16 09:00:00,45.0,348.0,423.0,299.0,20.0,0.0
2554,2014-07-16 10:00:00,52.0,336.0,374.0,254.0,13.0,0.0
2555,2014-07-16 11:00:00,50.0,279.0,396.0,255.0,24.0,0.0
2556,2014-07-16 12:00:00,63.0,298.0,388.0,232.0,17.0,0.0
2557,2014-07-16 13:00:00,72.0,335.0,393.0,280.0,20.0,0.0
2558,2014-07-16 14:00:00,70.0,431.0,520.0,312.0,18.0,0.0
2559,2014-07-16 15:00:00,90.0,570.0,659.0,395.0,18.0,0.0
2560,2014-07-16 16:00:00,88.0,584.0,762.0,457.0,25.0,0.0
2561,2014-07-16 17:00:00,104.0,636.0,853.0,484.0,27.0,0.0
2562,2014-07-16 18:00:00,87.0,543.0,829.0,455.0,19.0,0.0
2563,2014-07-16 19:00:00,86.0,536.0,767.0,432.0,19.0,0.0
2564,2014-07-16 20:00:00,97.0,532.0,811.0,479.0,21.0,0.0
2565,2014-07-16 21:00:00,88.0,540.0,761.0,455.0,24.0,0.0
2566,2014-07-16 22:00:00,68.0,469.0,607.0,366.0,10.0,0.0
2567,2014-07-16 23:00:00,35.0,293.0,343.0,211.0,8.0,0.0
2568,2014-07-17 00:00:00,12.0,131.0,171.0,97.0,4.0,0.0
2569,2014-07-17 01:00:00,12.0,79.0,95.0,61.0,2.0,0.0
2570,2014-07-17 02:00:00,10.0,62.0,75.0,38.0,2.0,0.0
2571,2014-07-17 03:00:00,6.0,77.0,100.0,72.0,4.0,0.0
2572,2014-07-17 04:00:00,7.0,132.0,156.0,123.0,5.0,0.0
2573,2014-07-17 05:00:00,13.0,227.0,266.0,185.0,7.0,0.0
2574,2014-07-17 06:00:00,48.0,284.0,362.0,252.0,6.0,0.0
2575,2014-07-17 07:00:00,72.0,410.0,505.0,365.0,15.0,0.0
2576,2014-07-17 08:00:00,55.0,406.0,534.0,342.0,14.0,0.0
2577,2014-07-17 09:00:00,58.0,312.0,415.0,264.0,14.0,0.0
2578,2014-07-17 10:00:00,53.0,288.0,415.0,263.0,12.0,0.0
2579,2014-07-17 11:00:00,47.0,313.0,429.0,288.0,13.0,0.0
2580,2014-07-17 12:00:00,56.0,357.0,412.0,271.0,22.0,0.0
2581,2014-07-17 13:00:00,51.0,405.0,484.0,322.0,22.0,0.0
2582,2014-07-17 14:00:00,57.0,465.0,596.0,377.0,16.0,0.0
2583,2014-07-17 15:00:00,72.0,530.0,723.0,402.0,14.0,0.0
2584,2014-07-17 16:00:00,86.0,640.0,788.0,473.0,28.0,0.0
2585,2014-07-17 17:00:00,85.0,697.0,918.0,534.0,23.0,0.0
2586,2014-07-17 18:00:00,98.0,675.0,908.0,556.0,29.0,0.0
2587,2014-07-17 19:00:00,98.0,650.0,798.0,488.0,22.0,0.0
2588,2014-07-17 20:00:00,94.0,605.0,763.0,469.0,22.0,0.0
2589,2014-07-17 21:00:00,94.0,701.0,828.0,523.0,27.0,0.0
2590,2014-07-17 22:00:00,64.0,604.0,801.0,468.0,24.0,0.0
2591,2014-07-17 23:00:00,36.0,396.0,522.0,324.0,12.0,0.0
2592,2014-07-18 00:00:00,19.0,191.0,289.0,181.0,7.0,0.0
2593,2014-07-18 01:00:00,11.0,120.0,155.0,101.0,1.0,0.0
2594,2014-07-18 02:00:00,5.0,84.0,106.0,57.0,0.0,0.0
2595,2014-07-18 03:00:00,8.0,108.0,124.0,92.0,3.0,0.0
2596,2014-07-18 04:00:00,12.0,134.0,136.0,111.0,3.0,0.0
2597,2014-07-18 05:00:00,18.0,168.0,233.0,163.0,4.0,0.0
2598,2014-07-18 06:00:00,36.0,257.0,353.0,242.0,5.0,0.0
2599,2014-07-18 07:00:00,58.0,374.0,457.0,351.0,8.0,0.0
2600,2014-07-18 08:00:00,55.0,388.0,463.0,332.0,12.0,0.0
2601,2014-07-18 09:00:00,49.0,312.0,435.0,292.0,12.0,0.0
2602,2014-07-18 10:00:00,42.0,261.0,380.0,255.0,17.0,0.0
2603,2014-07-18 11:00:00,45.0,282.0,447.0,231.0,14.0,0.0
2604,2014-07-18 12:00:00,53.0,296.0,400.0,239.0,20.0,0.0
2605,2014-07-18 13:00:00,65.0,351.0,479.0,266.0,13.0,0.0
2606,2014-07-18 14:00:00,77.0,428.0,631.0,350.0,20.0,0.0
2607,2014-07-18 15:00:00,84.0,543.0,747.0,431.0,13.0,0.0
2608,2014-07-18 16:00:00,85.0,600.0,843.0,473.0,19.0,0.0
2609,2014-07-18 17:00:00,68.0,590.0,792.0,441.0,21.0,0.0
2610,2014-07-18 18:00:00,79.0,628.0,819.0,439.0,14.0,0.0
2611,2014-07-18 19:00:00,68.0,554.0,776.0,452.0,25.0,0.0
2612,2014-07-18 20:00:00,69.0,527.0,737.0,409.0,12.0,0.0
2613,2014-07-18 21:00:00,86.0,592.0,814.0,469.0,13.0,0.0
2614,2014-07-18 22:00:00,73.0,632.0,844.0,517.0,16.0,0.0
2615,2014-07-18 23:00:00,55.0,477.0,691.0,414.0,12.0,0.0
2616,2014-07-19 00:00:00,43.0,366.0,501.0,290.0,8.0,0.0
2617,2014-07-19 01:00:00,31.0,268.0,412.0,223.0,2.0,0.0
2618,2014-07-19 02:00:00,26.0,231.0,318.0,170.0,4.0,0.0
2619,2014-07-19 03:00:00,20.0,178.0,224.0,138.0,3.0,0.0
2620,2014-07-19 04:00:00,10.0,102.0,127.0,79.0,1.0,0.0
2621,2014-07-19 05:00:00,13.0,86.0,111.0,97.0,0.0,0.0
2622,2014-07-19 06:00:00,16.0,110.0,145.0,110.0,3.0,0.0
2623,2014-07-19 07:00:00,17.0,130.0,172.0,139.0,5.0,0.0
2624,2014-07-19 08:00:00,23.0,167.0,217.0,197.0,8.0,0.0
2625,2014-07-19 09:00:00,31.0,224.0,259.0,213.0,15.0,0.0
2626,2014-07-19 10:00:00,30.0,279.0,340.0,280.0,12.0,0.0
2627,2014-07-19 11:00:00,40.0,302.0,391.0,252.0,14.0,0.0
2628,2014-07-19 12:00:00,41.0,338.0,418.0,232.0,17.0,0.0
2629,2014-07-19 13:00:00,44.0,320.0,374.0,257.0,16.0,0.0
2630,2014-07-19 14:00:00,27.0,356.0,490.0,298.0,15.0,0.0
2631,2014-07-19 15:00:00,50.0,419.0,567.0,324.0,15.0,0.0
2632,2014-07-19 16:00:00,61.0,452.0,608.0,385.0,16.0,0.0
2633,2014-07-19 17:00:00,60.0,466.0,636.0,353.0,12.0,0.0
2634,2014-07-19 18:00:00,69.0,519.0,694.0,390.0,11.0,0.0
2635,2014-07-19 19:00:00,58.0,430.0,573.0,311.0,13.0,0.0
2636,2014-07-19 20:00:00,54.0,460.0,650.0,352.0,9.0,0.0
2637,2014-07-19 21:00:00,65.0,540.0,706.0,404.0,6.0,0.0
2638,2014-07-19 22:00:00,72.0,596.0,786.0,434.0,5.0,0.0
2639,2014-07-19 23:00:00,45.0,509.0,693.0,374.0,8.0,0.0
2640,2014-07-20 00:00:00,45.0,402.0,559.0,339.0,8.0,0.0
2641,2014-07-20 01:00:00,32.0,330.0,444.0,254.0,5.0,0.0
2642,2014-07-20 02:00:00,19.0,220.0,339.0,181.0,5.0,0.0
2643,2014-07-20 03:00:00,11.0,179.0,236.0,133.0,3.0,0.0
2644,2014-07-20 04:00:00,6.0,73.0,123.0,65.0,1.0,0.0
2645,2014-07-20 05:00:00,5.0,83.0,104.0,64.0,2.0,0.0
2646,2014-07-20 06:00:00,8.0,74.0,106.0,96.0,1.0,0.0
2647,2014-07-20 07:00:00,22.0,94.0,147.0,122.0,5.0,0.0
2648,2014-07-20 08:00:00,23.0,145.0,191.0,148.0,7.0,0.0
2649,2014-07-20 09:00:00,34.0,192.0,304.0,187.0,10.0,0.0
2650,2014-07-20 10:00:00,43.0,247.0,354.0,210.0,14.0,0.0
2651,2014-07-20 11:00:00,48.0,339.0,395.0,260.0,12.0,0.0
2652,2014-07-20 12:00:00,51.0,321.0,382.0,226.0,15.0,0.0
